ncbi_gene_id,Index,Score,claim_name
627,16106,0.00011848993,BDNF
3572,11776,0.00011841228,IL6ST
8737,20828,0.00011802057,RIPK1
8817,24572,0.00011785203,FGF18
1399,6378,0.00011760009,CRKL
1871,8086,0.00011752146,E2F3
23198,10276,0.00011750857,PSME4
896,21306,0.00011743493,CCND3
3654,11825,0.00011726358,IRAK1
6648,17111,0.0001169902,SOD2
6093,16994,0.00011667319,ROCK1
8074,22670,0.00011659412,FGF23
5609,15318,0.0001163676,MAP2K7
1282,4982,0.000116065065,COL4A1
4690,16627,0.000115961906,NCK1
324,10674,0.00011595535,APC
1111,3937,0.000115840194,CHEK1
71,17809,0.00011575293,ACTG1
317,9332,0.000115657815,APAF1
182,8439,0.00011564938,JAG1
6885,17227,0.00011562867,MAP3K7
4312,12376,0.000115449984,MMP1
815,20752,0.00011544144,CAMK2A
25,7119,0.000115417766,ABL1
7132,19177,0.00011522921,TNFRSF1A
347733,10100,0.00011513076,TUBB2B
5880,18371,0.00011488339,RAC2
143471,6549,0.00011486511,PSMA8
10376,1481,0.00011484669,TUBA1B
356,11347,0.00011481078,FASLG
2810,12483,0.00011474713,SFN
6117,18103,0.000114669216,RPA1
468,13326,0.0001145239,ATF4
993,25699,0.000114444505,CDC25A
9636,26275,0.00011441461,ISG15
3312,11207,0.00011436409,HSPA8
4615,15038,0.00011435865,MYD88
6446,20124,0.00011428388,SGK1
3084,9968,0.00011419839,NRG1
9978,22489,0.00011414788,RBX1
2791,10244,0.00011379118,GNG11
3558,10411,0.00011374433,IL2
7037,18765,0.00011367454,TFRC
861,20815,0.000113571194,RUNX1
990,23408,0.00011351767,CDC6
9252,23515,0.00011346794,RPS6KA5
6194,19034,0.00011345094,RPS6
5328,13708,0.000113409835,PLAU
3486,12013,0.000113295006,IGFBP3
1870,8339,0.00011324772,E2F2
3718,11175,0.00011323461,JAK3
4087,12083,0.00011310349,SMAD2
10381,1759,0.00011302798,TUBB3
1978,6633,0.00011291361,EIF4EBP1
23533,6816,0.000112623304,PIK3R5
115,5829,0.00011244024,ADCY9
3066,9606,0.000112350164,HDAC2
7298,18594,0.000112187685,TYMS
8651,24234,0.000112183174,SOCS1
3491,14228,0.00011213628,CCN1
5321,15545,0.00011212882,PLA2G4A
6513,18872,0.00011208015,SLC2A1
4772,14452,0.000111990325,NFATC1
7278,17979,0.000111927926,TUBA3C
2771,9525,0.00011179745,GNAI2
7531,18101,0.00011174652,YWHAE
2065,6218,0.00011169994,ERBB3
2697,8542,0.00011168383,GJA1
817,19205,0.000111480804,CAMK2D
133,3842,0.00011146407,ADM
6319,17495,0.00011141962,SCD
5603,15227,0.00011125816,MAPK13
3627,11189,0.00011125328,CXCL10
1284,5520,0.000110869114,COL4A2
5997,20242,0.00011086056,RGS2
3303,11188,0.0001108515,HSPA1A
699,18476,0.000110670255,BUB1
7046,18548,0.000110634035,TGFBR1
8553,23058,0.00011061278,BHLHE40
816,19942,0.000110506604,CAMK2B
1649,5062,0.00011048493,DDIT3
3561,10253,0.00011042635,IL2RG
3017,12401,0.00011041356,H2BC5
5532,16257,0.00011020027,PPP3CB
5590,15087,0.0001101165,PRKCZ
