Index_df1	Score_df1	ncbi_gene_id_df1	claim_name	Index_df2	Score_df2	ncbi_gene_id_df2	score_ratio
4233	0.00016757436112274822	5366	PMAIP1	4233	0.00016757436112274822	5366	1.0
4232	0.00016757436112274822	3364	HUS1	4232	0.00016757436112274822	3364	1.0
4230	0.00016757436112274822	6346	CCL1	4230	0.00016757436112274822	6346	1.0
4226	0.00016757436112274822	57140	RNPEPL1	4226	0.00016757436112274822	57140	1.0
4210	0.00016757436112274822	2274	FHL2	4210	0.00016757436112274822	2274	1.0
4217	0.00016757436112274822	2770	GNAI1	4217	0.00016757436112274822	2770	1.0
4211	0.00016757436112274822	9652	SKIC3	4211	0.00016757436112274822	9652	1.0
4212	0.00016757436112274822	25800	SLC39A6	4212	0.00016757436112274822	25800	1.0
4213	0.00016757436112274822	55967	NDUFA12	4213	0.00016757436112274822	55967	1.0
4214	0.00016757436112274822	924	CD7	4214	0.00016757436112274822	924	1.0
4215	0.00016757436112274822	5981	RFC1	4215	0.00016757436112274822	5981	1.0
4216	0.00016757436112274822	406947	MIR155	4216	0.00016757436112274822	406947	1.0
4616	0.00016757436112274822	8048	CSRP3	4616	0.00016757436112274822	8048	1.0
4225	0.00016757436112274822	6051	RNPEP	4225	0.00016757436112274822	6051	1.0
4219	0.00016757436112274822	4711	NDUFB5	4219	0.00016757436112274822	4711	1.0
4220	0.00016757436112274822	4713	NDUFB7	4220	0.00016757436112274822	4713	1.0
4221	0.00016757436112274822	4724	NDUFS4	4221	0.00016757436112274822	4724	1.0
4222	0.00016757436112274822	4706	NDUFAB1	4222	0.00016757436112274822	4706	1.0
4223	0.00016757436112274822	4697	NDUFA4	4223	0.00016757436112274822	4697	1.0
4224	0.00016757436112274822	7511	XPNPEP1	4224	0.00016757436112274822	7511	1.0
4617	0.00016757436112274822	84107	ZIC4	4617	0.00016757436112274822	84107	1.0
3726	0.00016757436112274822	3549	IHH	3726	0.00016757436112274822	3549	1.0
4615	0.00016757436112274822	7003	TEAD1	4615	0.00016757436112274822	7003	1.0
4030	0.00016757436112274822	3809	KIR2DS4	4030	0.00016757436112274822	3809	1.0
4037	0.00016757436112274822	435	ASL	4037	0.00016757436112274822	435	1.0
4036	0.00016757436112274822	285761	DCBLD1	4036	0.00016757436112274822	285761	1.0
4035	0.00016757436112274822	7976	FZD3	4035	0.00016757436112274822	7976	1.0
4033	0.00016757436112274822	6928	HNF1B	4033	0.00016757436112274822	6928	1.0
4040	0.00016757436112274822	5445	PON2	4040	0.00016757436112274822	5445	1.0
4032	0.00016757436112274822	57094	CPA6	4032	0.00016757436112274822	57094	1.0
4029	0.00016757436112274822	7128	TNFAIP3	4029	0.00016757436112274822	7128	1.0
4039	0.00016757436112274822	54516	MTRF1L	4039	0.00016757436112274822	54516	1.0
4028	0.00016757436112274822	100462812	FGFR3P1	4028	0.00016757436112274822	100462812	1.0
4027	0.00016757436112274822	55902	ACSS2	4027	0.00016757436112274822	55902	1.0
4026	0.00016757436112274822	4522	MTHFD1	4026	0.00016757436112274822	4522	1.0
4025	0.00016757436112274822	5203	PFDN4	4025	0.00016757436112274822	5203	1.0
4031	0.00016757436112274822	83716	CRISPLD2	4031	0.00016757436112274822	83716	1.0
4041	0.00016757436112274822	83888	FGFBP2	4041	0.00016757436112274822	83888	1.0
4038	0.00016757436112274822	57097	PARP11	4038	0.00016757436112274822	57097	1.0
4059	0.00016757436112274822	154075	SAMD3	4059	0.00016757436112274822	154075	1.0
4043	0.00016757436112274822	55705	IPO9	4043	0.00016757436112274822	55705	1.0
4086	0.00016757436112274822	966	CD59	4086	0.00016757436112274822	966	1.0
4092	0.00016757436112274822	847	CAT	4092	0.00016757436112274822	847	1.0
4091	0.00016757436112274822	10993	SDS	4091	0.00016757436112274822	10993	1.0
4090	0.00016757436112274822	5360	PLTP	4090	0.00016757436112274822	5360	1.0
4089	0.00016757436112274822	5187	PER1	4089	0.00016757436112274822	5187	1.0
4079	0.00016757436112274822	1501	CTNND2	4079	0.00016757436112274822	1501	1.0
4088	0.00016757436112274822	4688	NCF2	4088	0.00016757436112274822	4688	1.0
4085	0.00016757436112274822	6352	CCL5	4085	0.00016757436112274822	6352	1.0
4060	0.00016757436112274822	6510	SLC1A5	4060	0.00016757436112274822	6510	1.0
4084	0.00016757436112274822	5585	PKN1	4084	0.00016757436112274822	5585	1.0
4083	0.00016757436112274822	8312	AXIN1	4083	0.00016757436112274822	8312	1.0
4082	0.00016757436112274822	4942	OAT	4082	0.00016757436112274822	4942	1.0
4081	0.00016757436112274822	5645	PRSS2	4081	0.00016757436112274822	5645	1.0
4087	0.00016757436112274822	3487	IGFBP4	4087	0.00016757436112274822	3487	1.0
4061	0.00016757436112274822	7177	TPSAB1	4061	0.00016757436112274822	7177	1.0
4042	0.00016757436112274822	53834	FGFRL1	4042	0.00016757436112274822	53834	1.0
4058	0.00016757436112274822	1509	CTSD	4058	0.00016757436112274822	1509	1.0
4153	0.00016757436112274822	200558	APLF	4153	0.00016757436112274822	200558	1.0
4144	0.00016757436112274822	154141	MBOAT1	4144	0.00016757436112274822	154141	1.0
4149	0.00016757436112274822	5122	PCSK1	4149	0.00016757436112274822	5122	1.0
4148	0.00016757436112274822	23332	CLASP1	4148	0.00016757436112274822	23332	1.0
4147	0.00016757436112274822	7512	XPNPEP2	4147	0.00016757436112274822	7512	1.0
4146	0.00016757436112274822	93	ACVR2B	4146	0.00016757436112274822	93	1.0
4145	0.00016757436112274822	146713	RBFOX3	4145	0.00016757436112274822	146713	1.0
4151	0.00016757436112274822	80319	CXXC4	4151	0.00016757436112274822	80319	1.0
4142	0.00016757436112274822	60412	EXOC4	4142	0.00016757436112274822	60412	1.0
4098	0.00016757436112274822	84318	CCDC77	4098	0.00016757436112274822	84318	1.0
4141	0.00016757436112274822	9575	CLOCK	4141	0.00016757436112274822	9575	1.0
4140	0.00016757436112274822	6855	SYP	4140	0.00016757436112274822	6855	1.0
4139	0.00016757436112274822	3659	IRF1	4139	0.00016757436112274822	3659	1.0
4138	0.00016757436112274822	9615	GDA	4138	0.00016757436112274822	9615	1.0
4137	0.00016757436112274822	1028	CDKN1C	4137	0.00016757436112274822	1028	1.0
4143	0.00016757436112274822	723961	INS-IGF2	4143	0.00016757436112274822	723961	1.0
4150	0.00016757436112274822	5443	POMC	4150	0.00016757436112274822	5443	1.0
4097	0.00016757436112274822	667	DST	4097	0.00016757436112274822	667	1.0
4057	0.00016757436112274822	170541	PSMD10P1	4057	0.00016757436112274822	170541	1.0
4050	0.00016757436112274822	2071	ERCC3	4050	0.00016757436112274822	2071	1.0
4056	0.00016757436112274822	2242	FES	4056	0.00016757436112274822	2242	1.0
4055	0.00016757436112274822	8883	NAE1	4055	0.00016757436112274822	8883	1.0
4054	0.00016757436112274822	3200	HOXA3	4054	0.00016757436112274822	3200	1.0
4053	0.00016757436112274822	1855	DVL1	4053	0.00016757436112274822	1855	1.0
4052	0.00016757436112274822	28231	SLCO4A1	4052	0.00016757436112274822	28231	1.0
4051	0.00016757436112274822	3004	GZMM	4051	0.00016757436112274822	3004	1.0
4049	0.00016757436112274822	2040	STOM	4049	0.00016757436112274822	2040	1.0
4096	0.00016757436112274822	4705	NDUFA10	4096	0.00016757436112274822	4705	1.0
4048	0.00016757436112274822	2999	GZMH	4048	0.00016757436112274822	2999	1.0
4047	0.00016757436112274822	1947	EFNB1	4047	0.00016757436112274822	1947	1.0
4046	0.00016757436112274822	649159	LINC00273	4046	0.00016757436112274822	649159	1.0
4045	0.00016757436112274822	85480	TSLP	4045	0.00016757436112274822	85480	1.0
4044	0.00016757436112274822	51194	IPO11	4044	0.00016757436112274822	51194	1.0
4095	0.00016757436112274822	121130	OR10P1	4095	0.00016757436112274822	121130	1.0
4093	0.00016757436112274822	84883	AIFM2	4093	0.00016757436112274822	84883	1.0
4094	0.00016757436112274822	22999	RIMS1	4094	0.00016757436112274822	22999	1.0
4080	0.00016757436112274822	3224	HOXC8	4080	0.00016757436112274822	3224	1.0
3653	0.00016757436112274822	9582	APOBEC3B	3653	0.00016757436112274822	9582	1.0
3659	0.00016757436112274822	285220	EPHA6	3659	0.00016757436112274822	285220	1.0
3658	0.00016757436112274822	189	AGXT	3658	0.00016757436112274822	189	1.0
3657	0.00016757436112274822	11252	PACSIN2	3657	0.00016757436112274822	11252	1.0
3656	0.00016757436112274822	57129	MRPL47	3656	0.00016757436112274822	57129	1.0
3662	0.00016757436112274822	79611	ACSS3	3662	0.00016757436112274822	79611	1.0
3655	0.00016757436112274822	22809	ATF5	3655	0.00016757436112274822	22809	1.0
3652	0.00016757436112274822	83938	LRMDA	3652	0.00016757436112274822	83938	1.0
3661	0.00016757436112274822	57194	ATP10A	3661	0.00016757436112274822	57194	1.0
3651	0.00016757436112274822	7307	U2AF1	3651	0.00016757436112274822	7307	1.0
3650	0.00016757436112274822	6670	SP3	3650	0.00016757436112274822	6670	1.0
3649	0.00016757436112274822	6281	S100A10	3649	0.00016757436112274822	6281	1.0
3648	0.00016757436112274822	10535	RNASEH2A	3648	0.00016757436112274822	10535	1.0
3654	0.00016757436112274822	23636	NUP62	3654	0.00016757436112274822	23636	1.0
3663	0.00016757436112274822	79072	FASTKD3	3663	0.00016757436112274822	79072	1.0
3660	0.00016757436112274822	64318	NOC3L	3660	0.00016757436112274822	64318	1.0
3681	0.00016757436112274822	1983	EIF5	3681	0.00016757436112274822	1983	1.0
4078	0.00016757436112274822	3231	HOXD1	4078	0.00016757436112274822	3231	1.0
3709	0.00016757436112274822	9892	SNAP91	3709	0.00016757436112274822	9892	1.0
3715	0.00016757436112274822	5151	PDE8A	3715	0.00016757436112274822	5151	1.0
3714	0.00016757436112274822	5158	PDE6B	3714	0.00016757436112274822	5158	1.0
3713	0.00016757436112274822	5136	PDE1A	3713	0.00016757436112274822	5136	1.0
3712	0.00016757436112274822	10527	IPO7	3712	0.00016757436112274822	10527	1.0
3711	0.00016757436112274822	932	MS4A3	3711	0.00016757436112274822	932	1.0
3710	0.00016757436112274822	6207	RPS13	3710	0.00016757436112274822	6207	1.0
3708	0.00016757436112274822	3171	FOXA3	3708	0.00016757436112274822	3171	1.0
3683	0.00016757436112274822	2004	ELK3	3683	0.00016757436112274822	2004	1.0
3707	0.00016757436112274822	1690	COCH	3707	0.00016757436112274822	1690	1.0
3706	0.00016757436112274822	8074	FGF23	3706	0.00016757436112274822	8074	1.0
3705	0.00016757436112274822	1827	RCAN1	3705	0.00016757436112274822	1827	1.0
3704	0.00016757436112274822	8878	SQSTM1	3704	0.00016757436112274822	8878	1.0
3684	0.00016757436112274822	2023	ENO1	3684	0.00016757436112274822	2023	1.0
3721	0.00016757436112274822	101730217	SPECC1L-ADORA2A	3721	0.00016757436112274822	101730217	1.0
3664	0.00016757436112274822	8528	DDO	3664	0.00016757436112274822	8528	1.0
3680	0.00016757436112274822	130399	ACVR1C	3680	0.00016757436112274822	130399	1.0
3679	0.00016757436112274822	3313	HSPA9	3679	0.00016757436112274822	3313	1.0
4068	0.00016757436112274822	23358	USP24	4068	0.00016757436112274822	23358	1.0
4074	0.00016757436112274822	8817	FGF18	4074	0.00016757436112274822	8817	1.0
4073	0.00016757436112274822	5754	PTK7	4073	0.00016757436112274822	5754	1.0
4072	0.00016757436112274822	23461	ABCA5	4072	0.00016757436112274822	23461	1.0
4071	0.00016757436112274822	125	ADH1B	4071	0.00016757436112274822	125	1.0
4077	0.00016757436112274822	2006	ELN	4077	0.00016757436112274822	2006	1.0
4070	0.00016757436112274822	166378	AFG2A	4070	0.00016757436112274822	166378	1.0
4067	0.00016757436112274822	80704	SLC19A3	4067	0.00016757436112274822	80704	1.0
3678	0.00016757436112274822	6611	SMS	3678	0.00016757436112274822	6611	1.0
4066	0.00016757436112274822	9639	ARHGEF10	4066	0.00016757436112274822	9639	1.0
4065	0.00016757436112274822	5534	PPP3R1	4065	0.00016757436112274822	5534	1.0
4064	0.00016757436112274822	267012	DAOA	4064	0.00016757436112274822	267012	1.0
4063	0.00016757436112274822	8301	PICALM	4063	0.00016757436112274822	8301	1.0
4069	0.00016757436112274822	4234	METTL1	4069	0.00016757436112274822	4234	1.0
4062	0.00016757436112274822	7321	UBE2D1	4062	0.00016757436112274822	7321	1.0
4075	0.00016757436112274822	3186	RBMXP1	4075	0.00016757436112274822	3186	1.0
4076	0.00016757436112274822	1204	CLNS1AP1	4076	0.00016757436112274822	1204	1.0
3876	0.00016757436112274822	55619	DOCK10	3876	0.00016757436112274822	55619	1.0
3874	0.00016757436112274822	64223	MLST8	3874	0.00016757436112274822	64223	1.0
4171	0.00016757436112274822	3853	KRT6A	4171	0.00016757436112274822	3853	1.0
3682	0.00016757436112274822	1358	CPA2	3682	0.00016757436112274822	1358	1.0
3666	0.00016757436112274822	3113	HLA-DPA1	3666	0.00016757436112274822	3113	1.0
3668	0.00016757436112274822	64241	ABCG8	3668	0.00016757436112274822	64241	1.0
3669	0.00016757436112274822	6470	SHMT1	3669	0.00016757436112274822	6470	1.0
3670	0.00016757436112274822	23245	ASTN2	3670	0.00016757436112274822	23245	1.0
3671	0.00016757436112274822	23451	SF3B1	3671	0.00016757436112274822	23451	1.0
3672	0.00016757436112274822	79711	IPO4	3672	0.00016757436112274822	79711	1.0
3673	0.00016757436112274822	9134	CCNE2	3673	0.00016757436112274822	9134	1.0
3674	0.00016757436112274822	154807	VKORC1L1	3674	0.00016757436112274822	154807	1.0
3675	0.00016757436112274822	92	ACVR2A	3675	0.00016757436112274822	92	1.0
3676	0.00016757436112274822	4345	CD200	3676	0.00016757436112274822	4345	1.0
3677	0.00016757436112274822	4607	MYBPC3	3677	0.00016757436112274822	4607	1.0
4152	0.00016757436112274822	10849	POLR1G	4152	0.00016757436112274822	10849	1.0
4154	0.00016757436112274822	10253	SPRY2	4154	0.00016757436112274822	10253	1.0
3717	0.00016757436112274822	4294	MAP3K10	3717	0.00016757436112274822	4294	1.0
3886	0.00016757436112274822	57537	SORCS2	3886	0.00016757436112274822	57537	1.0
3911	0.00016757436112274822	2674	GFRA1	3911	0.00016757436112274822	2674	1.0
3910	0.00016757436112274822	230	ALDOC	3910	0.00016757436112274822	230	1.0
3890	0.00016757436112274822	7940	LST1	3890	0.00016757436112274822	7940	1.0
3889	0.00016757436112274822	161176	SYNE3	3889	0.00016757436112274822	161176	1.0
3888	0.00016757436112274822	26575	RGS17	3888	0.00016757436112274822	26575	1.0
3887	0.00016757436112274822	7272	TTK	3887	0.00016757436112274822	7272	1.0
3885	0.00016757436112274822	9972	NUP153	3885	0.00016757436112274822	9972	1.0
3938	0.00016757436112274822	10457	GPNMB	3938	0.00016757436112274822	10457	1.0
3891	0.00016757436112274822	29119	CTNNA3	3891	0.00016757436112274822	29119	1.0
3884	0.00016757436112274822	23090	ZNF423	3884	0.00016757436112274822	23090	1.0
3882	0.00016757436112274822	7980	TFPI2	3882	0.00016757436112274822	7980	1.0
3881	0.00016757436112274822	8651	SOCS1	3881	0.00016757436112274822	8651	1.0
3880	0.00016757436112274822	6518	SLC2A5	3880	0.00016757436112274822	6518	1.0
3879	0.00016757436112274822	84152	PPP1R1B	3879	0.00016757436112274822	84152	1.0
3912	0.00016757436112274822	638	BIK	3912	0.00016757436112274822	638	1.0
3932	0.00016757436112274822	1370	CPN2	3932	0.00016757436112274822	1370	1.0
3877	0.00016757436112274822	5076	PAX2	3877	0.00016757436112274822	5076	1.0
3941	0.00016757436112274822	5148	PDE6G	3941	0.00016757436112274822	5148	1.0
3929	0.00016757436112274822	1445	CSK	3929	0.00016757436112274822	1445	1.0
3931	0.00016757436112274822	4214	MAP3K1	3931	0.00016757436112274822	4214	1.0
3945	0.00016757436112274822	8741	TNFSF13	3945	0.00016757436112274822	8741	1.0
3944	0.00016757436112274822	5218	CDK14	3944	0.00016757436112274822	5218	1.0
3943	0.00016757436112274822	8621	CDK13	3943	0.00016757436112274822	8621	1.0
3942	0.00016757436112274822	5137	PDE1C	3942	0.00016757436112274822	5137	1.0
3940	0.00016757436112274822	5146	PDE6C	3940	0.00016757436112274822	5146	1.0
3933	0.00016757436112274822	103	ADAR	3933	0.00016757436112274822	103	1.0
3930	0.00016757436112274822	50943	FOXP3	3930	0.00016757436112274822	50943	1.0
3939	0.00016757436112274822	629	CFB	3939	0.00016757436112274822	629	1.0
3937	0.00016757436112274822	8379	MAD1L1	3937	0.00016757436112274822	8379	1.0
3936	0.00016757436112274822	5444	PON1	3936	0.00016757436112274822	5444	1.0
3935	0.00016757436112274822	1472	CST4	3935	0.00016757436112274822	1472	1.0
3934	0.00016757436112274822	5173	PDYN	3934	0.00016757436112274822	5173	1.0
3878	0.00016757436112274822	5479	PPIB	3878	0.00016757436112274822	5479	1.0
3883	0.00016757436112274822	6427	SRSF2	3883	0.00016757436112274822	6427	1.0
4169	0.00016757436112274822	7408	VASP	4169	0.00016757436112274822	7408	1.0
3998	0.00016757436112274822	8190	MIA	3998	0.00016757436112274822	8190	1.0
3947	0.00016757436112274822	1536	CYBB	3947	0.00016757436112274822	1536	1.0
3948	0.00016757436112274822	3293	HSD17B3	3948	0.00016757436112274822	3293	1.0
3949	0.00016757436112274822	10769	PLK2	3949	0.00016757436112274822	10769	1.0
4001	0.00016757436112274822	635	BHMT	4001	0.00016757436112274822	635	1.0
4000	0.00016757436112274822	5145	PDE6A	4000	0.00016757436112274822	5145	1.0
3999	0.00016757436112274822	6786	STIM1	3999	0.00016757436112274822	6786	1.0
3997	0.00016757436112274822	7273	TTN	3997	0.00016757436112274822	7273	1.0
3895	0.00016757436112274822	3645	INSRR	3895	0.00016757436112274822	3645	1.0
3996	0.00016757436112274822	2281	FKBP1B	3996	0.00016757436112274822	2281	1.0
3995	0.00016757436112274822	1010	CDH12	3995	0.00016757436112274822	1010	1.0
3993	0.00016757436112274822	162	AP1B1	3993	0.00016757436112274822	162	1.0
3992	0.00016757436112274822	2998	GYS2	3992	0.00016757436112274822	2998	1.0
3991	0.00016757436112274822	989	SEPTIN7	3991	0.00016757436112274822	989	1.0
3990	0.00016757436112274822	4325	MMP16	3990	0.00016757436112274822	4325	1.0
3946	0.00016757436112274822	6130	RPL7A	3946	0.00016757436112274822	6130	1.0
3896	0.00016757436112274822	9670	IPO13	3896	0.00016757436112274822	9670	1.0
3892	0.00016757436112274822	22908	SACM1L	3892	0.00016757436112274822	22908	1.0
3905	0.00016757436112274822	838	CASP5	3905	0.00016757436112274822	838	1.0
3893	0.00016757436112274822	51716	CES1P1	3893	0.00016757436112274822	51716	1.0
3894	0.00016757436112274822	11132	CAPN10	3894	0.00016757436112274822	11132	1.0
3909	0.00016757436112274822	229	ALDOB	3909	0.00016757436112274822	229	1.0
3908	0.00016757436112274822	1824	DSC2	3908	0.00016757436112274822	1824	1.0
3907	0.00016757436112274822	1831	TSC22D3	3907	0.00016757436112274822	1831	1.0
3906	0.00016757436112274822	1566	CYP2D7BP	3906	0.00016757436112274822	1566	1.0
3904	0.00016757436112274822	1627	DBN1	3904	0.00016757436112274822	1627	1.0
3897	0.00016757436112274822	919	CD247	3897	0.00016757436112274822	919	1.0
3903	0.00016757436112274822	1953	MEGF6	3903	0.00016757436112274822	1953	1.0
3902	0.00016757436112274822	267	AMFR	3902	0.00016757436112274822	267	1.0
3901	0.00016757436112274822	1467	CSRP2P1	3901	0.00016757436112274822	1467	1.0
3900	0.00016757436112274822	2611	GAPDHP69	3900	0.00016757436112274822	2611	1.0
3899	0.00016757436112274822	1655	DDX5	3899	0.00016757436112274822	1655	1.0
3898	0.00016757436112274822	5918	RARRES1	3898	0.00016757436112274822	5918	1.0
3913	0.00016757436112274822	3094	HINT1	3913	0.00016757436112274822	3094	1.0
3920	0.00016757436112274822	7434	VIPR2	3920	0.00016757436112274822	7434	1.0
3914	0.00016757436112274822	2886	GRB7	3914	0.00016757436112274822	2886	1.0
4113	0.00016757436112274822	4716	NDUFB10	4113	0.00016757436112274822	4716	1.0
4112	0.00016757436112274822	4718	NDUFC2	4112	0.00016757436112274822	4718	1.0
4111	0.00016757436112274822	4708	NDUFB2	4111	0.00016757436112274822	4708	1.0
4110	0.00016757436112274822	4709	NDUFB3	4110	0.00016757436112274822	4709	1.0
4109	0.00016757436112274822	4439	MSH5	4109	0.00016757436112274822	4439	1.0
4108	0.00016757436112274822	1030	CDKN2B	4108	0.00016757436112274822	1030	1.0
4107	0.00016757436112274822	2887	GRB10	4107	0.00016757436112274822	2887	1.0
4106	0.00016757436112274822	140885	SIRPA	4106	0.00016757436112274822	140885	1.0
4135	0.00016757436112274822	2580	GAK	4135	0.00016757436112274822	2580	1.0
4104	0.00016757436112274822	26584	DUX1	4104	0.00016757436112274822	26584	1.0
4103	0.00016757436112274822	56901	NDUFA4L2	4103	0.00016757436112274822	56901	1.0
4102	0.00016757436112274822	130271	PLEKHH2	4102	0.00016757436112274822	130271	1.0
4101	0.00016757436112274822	9474	ATG5	4101	0.00016757436112274822	9474	1.0
4100	0.00016757436112274822	8471	IRS4	4100	0.00016757436112274822	8471	1.0
4099	0.00016757436112274822	3768	KCNJ12	4099	0.00016757436112274822	3768	1.0
4133	0.00016757436112274822	4139	MARK1	4133	0.00016757436112274822	4139	1.0
4024	0.00016757436112274822	8233	ZRSR2	4024	0.00016757436112274822	8233	1.0
3915	0.00016757436112274822	146802	SLC47A2	3915	0.00016757436112274822	146802	1.0
4162	0.00016757436112274822	94026	POM121L2	4162	0.00016757436112274822	94026	1.0
4168	0.00016757436112274822	84059	ADGRV1	4168	0.00016757436112274822	84059	1.0
4167	0.00016757436112274822	339766	MROH2A	4167	0.00016757436112274822	339766	1.0
4166	0.00016757436112274822	55697	VAC14	4166	0.00016757436112274822	55697	1.0
4165	0.00016757436112274822	9463	PICK1	4165	0.00016757436112274822	9463	1.0
4164	0.00016757436112274822	56852	RAD18	4164	0.00016757436112274822	56852	1.0
4163	0.00016757436112274822	7718	ZNF165	4163	0.00016757436112274822	7718	1.0
4161	0.00016757436112274822	57192	MCOLN1	4161	0.00016757436112274822	57192	1.0
4136	0.00016757436112274822	8986	RPS6KA4	4136	0.00016757436112274822	8986	1.0
4160	0.00016757436112274822	198437	LKAAEAR1	4160	0.00016757436112274822	198437	1.0
4159	0.00016757436112274822	23155	CLCC1	4159	0.00016757436112274822	23155	1.0
4158	0.00016757436112274822	30820	KCNIP1	4158	0.00016757436112274822	30820	1.0
4157	0.00016757436112274822	10672	GNA13	4157	0.00016757436112274822	10672	1.0
4156	0.00016757436112274822	26011	TENM4	4156	0.00016757436112274822	26011	1.0
4155	0.00016757436112274822	9180	OSMR	4155	0.00016757436112274822	9180	1.0
4105	0.00016757436112274822	729	C6	4105	0.00016757436112274822	729	1.0
4114	0.00016757436112274822	4722	NDUFS3	4114	0.00016757436112274822	4722	1.0
4115	0.00016757436112274822	51103	NDUFAF1	4115	0.00016757436112274822	51103	1.0
3923	0.00016757436112274822	63826	SRR	3923	0.00016757436112274822	63826	1.0
4023	0.00016757436112274822	7528	YY1	4023	0.00016757436112274822	7528	1.0
4021	0.00016757436112274822	22938	SNW1	4021	0.00016757436112274822	22938	1.0
3927	0.00016757436112274822	1430	CRYZP1	3927	0.00016757436112274822	1430	1.0
3926	0.00016757436112274822	3661	IRF3	3926	0.00016757436112274822	3661	1.0
3925	0.00016757436112274822	81539	SLC38A1	3925	0.00016757436112274822	81539	1.0
3924	0.00016757436112274822	22800	RRAS2	3924	0.00016757436112274822	22800	1.0
3922	0.00016757436112274822	7317	UBA1	3922	0.00016757436112274822	7317	1.0
4116	0.00016757436112274822	4729	NDUFV2	4116	0.00016757436112274822	4729	1.0
3928	0.00016757436112274822	80821	DDHD1	3928	0.00016757436112274822	80821	1.0
3921	0.00016757436112274822	7210	TRX-CAT1-2	3921	0.00016757436112274822	7210	1.0
3919	0.00016757436112274822	1420	CRYGC	3919	0.00016757436112274822	1420	1.0
3918	0.00016757436112274822	3223	HOXC6	3918	0.00016757436112274822	3223	1.0
3917	0.00016757436112274822	2290	FOXG1	3917	0.00016757436112274822	2290	1.0
3916	0.00016757436112274822	167359	NIM1K	3916	0.00016757436112274822	167359	1.0
3875	0.00016757436112274822	1677	DFFB	3875	0.00016757436112274822	1677	1.0
4134	0.00016757436112274822	11076	TPPP	4134	0.00016757436112274822	11076	1.0
4118	0.00016757436112274822	55107	ANO1	4118	0.00016757436112274822	55107	1.0
4119	0.00016757436112274822	4712	NDUFB6	4119	0.00016757436112274822	4712	1.0
4120	0.00016757436112274822	4700	NDUFA6	4120	0.00016757436112274822	4700	1.0
4121	0.00016757436112274822	4707	NDUFB1	4121	0.00016757436112274822	4707	1.0
4122	0.00016757436112274822	4723	NDUFV1	4122	0.00016757436112274822	4723	1.0
4123	0.00016757436112274822	4694	NDUFA1	4123	0.00016757436112274822	4694	1.0
4124	0.00016757436112274822	4720	NDUFS2	4124	0.00016757436112274822	4720	1.0
4125	0.00016757436112274822	4715	NDUFB9	4125	0.00016757436112274822	4715	1.0
4126	0.00016757436112274822	4728	NDUFS8	4126	0.00016757436112274822	4728	1.0
4127	0.00016757436112274822	4717	NDUFC1	4127	0.00016757436112274822	4717	1.0
4128	0.00016757436112274822	4725	NDUFS5	4128	0.00016757436112274822	4725	1.0
4129	0.00016757436112274822	28589	TRBV7-9	4129	0.00016757436112274822	28589	1.0
4130	0.00016757436112274822	6976	TRGV3	4130	0.00016757436112274822	6976	1.0
4131	0.00016757436112274822	7036	TFR2	4131	0.00016757436112274822	7036	1.0
4132	0.00016757436112274822	1915	EEF1A1	4132	0.00016757436112274822	1915	1.0
3716	0.00016757436112274822	5149	PDE6H	3716	0.00016757436112274822	5149	1.0
3718	0.00016757436112274822	6189	RPS3A	3718	0.00016757436112274822	6189	1.0
4614	0.00016757436112274822	11171	STRAP	4614	0.00016757436112274822	11171	1.0
2744	0.00016757436112274822	4544	MTNR1B	2744	0.00016757436112274822	4544	1.0
3733	0.00016757436112274822	102464828	MIR6076	3733	0.00016757436112274822	102464828	1.0
3739	0.00016757436112274822	3163	HMOX2	3739	0.00016757436112274822	3163	1.0
3732	0.00016757436112274822	4050	LTB	3732	0.00016757436112274822	4050	1.0
3729	0.00016757436112274822	3581	IL9R	3729	0.00016757436112274822	3581	1.0
3728	0.00016757436112274822	3609	ILF3	3728	0.00016757436112274822	3609	1.0
3727	0.00016757436112274822	3489	IGFBP6	3727	0.00016757436112274822	3489	1.0
3725	0.00016757436112274822	3205	HOXA9	3725	0.00016757436112274822	3205	1.0
3735	0.00016757436112274822	22893	BAHD1	3735	0.00016757436112274822	22893	1.0
3724	0.00016757436112274822	2581	GALC	3724	0.00016757436112274822	2581	1.0
3730	0.00016757436112274822	375612	LHFPL3	3730	0.00016757436112274822	375612	1.0
3740	0.00016757436112274822	6718	AKR1D1	3740	0.00016757436112274822	6718	1.0
3741	0.00016757436112274822	6713	SQLE	3741	0.00016757436112274822	6713	1.0
3742	0.00016757436112274822	6667	SP1	3742	0.00016757436112274822	6667	1.0
3757	0.00016757436112274822	2220	FCN2	3757	0.00016757436112274822	2220	1.0
3734	0.00016757436112274822	55959	SULF2	3734	0.00016757436112274822	55959	1.0
3736	0.00016757436112274822	26127	FGFR1OP2	3736	0.00016757436112274822	26127	1.0
3755	0.00016757436112274822	2673	GFPT1	3755	0.00016757436112274822	2673	1.0
3783	0.00016757436112274822	80310	PDGFD	3783	0.00016757436112274822	80310	1.0
3789	0.00016757436112274822	2074	ERCC6	3789	0.00016757436112274822	2074	1.0
3779	0.00016757436112274822	170506	DHX36	3779	0.00016757436112274822	170506	1.0
3788	0.00016757436112274822	1325	CORT	3788	0.00016757436112274822	1325	1.0
3786	0.00016757436112274822	5721	PSME2	3786	0.00016757436112274822	5721	1.0
3785	0.00016757436112274822	151645	PSMC1P1	3785	0.00016757436112274822	151645	1.0
