Index,Score,ncbi_gene_id,claim_name
364,0.0028606280621294266,7157,TP53
1517,0.002114452673413878,581,BAX
148,0.0020612757723268227,4363,ABCC1
947,0.001974268821012909,10599,SLCO1B1
85,0.0019658324154256087,1576,CYP3A4
184,0.0019658324154256087,4780,NFE2L2
27,0.001936718591108316,2099,ESR1
413,0.001936718591108316,5241,PGR
162,0.0018779185591848411,367,AR
216,0.0018221890363713897,5290,PIK3CA
393,0.0017995477103767464,4524,MTHFR
109,0.0016348597287718864,7421,VDR
1036,0.0016168890430180848,2100,ESR2
293,0.0015985172809604145,25,ABL1
359,0.0015590415016901885,5243,ABCB1
17,0.001539916083345466,10919,EHMT2
259,0.0014806706528820938,596,BCL2
300,0.0014740855066150867,672,BRCA1
56,0.0014346097273448604,2064,ERBB2
2629,0.001368706793243503,147700,KLC3
866,0.001319954765734755,3084,NRG1
508,0.0013074144936570397,8856,NR1I2
2417,0.0013074144936570395,3316,HSPB2
828,0.0013074144936570395,7298,TYMS
116,0.0012847731676623962,2625,GATA3
2957,0.0012847731676623962,80339,PNPLA3
238,0.0012690394580740407,1577,CYP3A5
2131,0.0012611698262371667,4654,MYOD1
844,0.0012504137512041116,2950,GSTP1
1488,0.001132567123125791,2646,GCKR
149,0.001132567123125791,3784,KCNQ1
708,0.001132567123125791,1244,ABCC2
1745,0.001132567123125791,10644,IGF2BP2
276,0.0011038986973483955,2176,FANCC
4152,0.0011038986973483955,10849,POLR1G
814,0.0010420483512776774,632,BGLAP
183,0.0010255278485403006,5728,PTEN
53,0.0010255278485403006,29126,CD274
251,0.0010255278485403006,3845,KRAS
140,0.0010255278485403006,673,BRAF
178,0.0009784363822454593,7153,TOP2A
603,0.0009784363822454593,7280,TUBB2A
335,0.000973511797192359,332,BIRC5
908,0.000973511797192359,64078,SLC28A3
3930,0.000973511797192359,50943,FOXP3
15,0.0009718512359784524,29994,BAZ2B
166,0.0009718512359784524,7052,TGM2
277,0.0009642355489538371,51053,GMNN
97,0.0009593109639007369,1544,CYP1A2
423,0.0009593109639007369,595,CCND1
710,0.0009593109639007369,8202,NCOA3
2493,0.0009593109639007369,80781,COL18A1
206,0.0009593109639007369,1719,DHFR
474,0.0009593109639007369,4914,NTRK1
823,0.0009593109639007369,1555,CYP2B6
225,0.0009593109639007369,3417,IDH1
0,0.0009593109639007369,1565,CYP2D6
47,0.0009593109639007369,1559,CYP2C9
2893,0.0009415942229591941,5880,RAC2
832,0.0009415942229591941,2214,FCGR3A
2735,0.0009415942229591941,1535,CYBA
36,0.0009366696379060936,2908,NR3C1
833,0.0009366696379060936,2215,FCGR3B
885,0.0009366696379060936,6898,TAT
991,0.0008664725226068687,3107,HLA-C
260,0.0008664725226068687,2030,SLC29A1
3511,0.0008588568355822535,55816,DOK5
3655,0.0008588568355822535,22809,ATF5
1674,0.0008588568355822535,174,AFP
2239,0.0008588568355822535,100422871,MIR3117
3504,0.0008588568355822535,552859,LINC00251
3610,0.0008588568355822535,655,BMP7
3236,0.0008588568355822535,100422959,MIR4268
2247,0.0008588568355822535,3508,IGHMBP2
534,0.0008588568355822535,1027,CDKN1B
2200,0.0008588568355822535,1374,CPT1A
982,0.0008588568355822535,4846,NOS3
857,0.0008431231259938977,4312,MMP1
822,0.0008431231259938977,1545,CYP1B1
839,0.0008126121681623806,2796,GNRH1
740,0.0008126121681623806,3973,LHCGR
289,0.0008126121681623806,2798,GNRHR
841,0.0008126121681623806,2936,GSR
1763,0.0007481794805674774,8140,SLC7A5
358,0.0007481794805674774,4255,MGMT
2658,0.0007481794805674774,5327,PLAT
39,0.0007481794805674774,9971,NR1H4
1231,0.0007481794805674774,3458,IFNG
893,0.0007481794805674774,51755,CDK12
3792,0.0007481794805674774,26873,OPLAH
899,0.0007481794805674774,1493,CTLA4
750,0.0007481794805674774,6097,RORC
569,0.0007481794805674774,1026,CDKN1A
303,0.0006698086317593826,1806,DPYD
2630,0.0006698086317593826,10057,ABCC5
4404,0.0006698086317593826,4489,MT1A
323,0.0006698086317593826,2263,FGFR2
3582,0.0006698086317593826,2303,FOXC2
2341,0.0006698086317593826,538,ATP7A
972,0.0006698086317593826,5743,PTGS2
3099,0.0006698086317593826,7517,XRCC3
2689,0.0006698086317593826,540,ATP7B
1196,0.0006698086317593826,3627,CXCL10
1461,0.0006698086317593826,4436,MSH2
1452,0.0006698086317593826,2956,MSH6
4157,0.0006698086317593826,10672,GNA13
1658,0.0006698086317593826,5300,PIN1
3517,0.0006698086317593826,11320,MGAT4A
1777,0.0006698086317593826,6401,SELE
897,0.0006698086317593826,117583,PARD3B
3252,0.0006698086317593826,64478,CSMD1
2750,0.0006698086317593826,6935,ZEB1
1460,0.0006698086317593826,4292,MLH1
2835,0.0006698086317593826,22943,DKK1
1465,0.0006698086317593826,5395,PMS2
1182,0.0006698086317593826,472,ATM
3819,0.0006303328524891565,1105,CHD1
314,0.0006303328524891565,3643,INSR
1775,0.0006303328524891565,874,CBR3
864,0.0006303328524891565,4842,NOS1
1193,0.0006303328524891565,5054,SERPINE1
1774,0.0006303328524891565,26354,GNL3
706,0.0006303328524891565,9429,ABCG2
1776,0.0006303328524891565,2308,FOXO1
2810,0.0006303328524891565,63970,TP53AIP1
2915,0.0006303328524891565,8812,CCNK
2307,0.0006303328524891565,64065,PERP
525,0.0006303328524891565,9978,RBX1
3659,0.0006303328524891565,285220,EPHA6
845,0.0006303328524891565,3667,IRS1
2878,0.0006303328524891565,4194,MDM4
1754,0.0006303328524891565,494514,TYMSOS
2631,0.0006303328524891565,3161,HMMR
500,0.0006303328524891565,5296,PIK3R2
3195,0.0006303328524891565,5528,PPP2R5D
3505,0.0006303328524891565,126353,MISP
3807,0.0006303328524891565,23514,SPIDR
593,0.0006161320191975343,4763,NF1
3311,0.0006161320191975343,79898,ZNF613
1690,0.0006161320191975343,2678,GGT1
2181,0.0006161320191975343,5304,PIP
2182,0.0006161320191975343,5337,PLD1
264,0.0006161320191975343,2597,GAPDH
3924,0.0006161320191975343,22800,RRAS2
2034,0.0006161320191975343,221,ALDH3B1
1178,0.0006161320191975343,6790,AURKA
312,0.0006161320191975343,2153,F5
3884,0.0006161320191975343,23090,ZNF423
1841,0.0006161320191975343,8648,NCOA1
3652,0.0006161320191975343,83938,LRMDA
60,0.0006161320191975343,354,KLK3
59,0.0006161320191975343,1906,EDN1
275,0.0006161320191975343,10951,CBX1
3310,0.0006161320191975343,2326,FMO1
78,0.0006161320191975343,3480,IGF1R
1574,0.0006161320191975343,620,BCYRN1P2
2414,0.0006161320191975343,3074,HEXB
888,0.0006161320191975343,7040,TGFB1
821,0.0006161320191975343,1588,CYP19A1
1146,0.0006161320191975343,2147,F2
2717,0.0006161320191975343,7033,TFF3
346,0.0006161320191975343,94025,MUC16
533,0.0006161320191975343,11309,SLCO2B1
1457,0.0006161320191975343,144455,E2F7
52,0.0006161320191975343,9682,KDM4A
476,0.0006161320191975343,54657,UGT1A4
1402,0.0006161320191975343,6579,SLCO1A2
1091,0.0006161320191975343,1071,CETP
2066,0.0006161320191975343,890,CCNA2
3124,0.0006161320191975343,5338,PLD2
96,0.0006161320191975343,6311,ATXN2
243,0.0006161320191975343,2328,FMO3
232,0.0005934906932028913,2539,G6PD
2679,0.0005934906932028913,250,ALPP
175,0.0005934906932028913,4306,NR3C2
2108,0.0005934906932028913,3146,HMGB1
2755,0.0005934906932028913,29940,DSE
853,0.0005934906932028913,3931,LCAT
513,0.0005934906932028913,301,ANXA1
414,0.0005934906932028913,7038,TG
1220,0.0005934906932028913,947,CD34
24,0.0005934906932028913,5340,PLG
1741,0.0005934906932028913,7259,TSPYL1
2420,0.0005934906932028913,6223,RPS19
586,0.0005232935779036662,675,BRCA2
1455,0.0005232935779036662,5422,POLA1
4210,0.0005232935779036662,2274,FHL2
241,0.0005232935779036662,1029,CDKN2A
4527,0.0005232935779036662,8945,BTRC
4388,0.0005232935779036662,170954,PPP1R18
94,0.0005232935779036662,3265,HRAS
1294,0.0005232935779036662,5425,POLD2
2868,0.0005232935779036662,2631,NIPSNAP2
4541,0.0005232935779036662,79969,ATAT1
2244,0.0005232935779036662,653247,PRB2
831,0.0005232935779036662,2067,ERCC1
1580,0.0005232935779036662,1111,CHEK1
3685,0.0005232935779036662,135656,MUCL3
1565,0.0005232935779036662,57804,POLD4
959,0.0005232935779036662,10866,HCP5
1456,0.0005232935779036662,10714,POLD3
2083,0.0005232935779036662,50484,RRM2B
4382,0.0005232935779036662,29113,C6orf15
1543,0.0005232935779036662,1558,CYP2C8
4491,0.0005232935779036662,400745,SH2D5
2845,0.0005232935779036662,3177,SLC29A2
440,0.0005232935779036662,867,CBL
4498,0.0005232935779036662,11044,TENT4A
4253,0.0005232935779036662,10848,PPP1R13L
22,0.0005232935779036662,2261,FGFR3
2304,0.0005232935779036662,5424,POLD1
2116,0.0005232935779036662,3481,IGF2
2779,0.0005232935779036662,2114,ETS2
79,0.0005232935779036662,4193,MDM2
2327,0.0005232935779036662,54107,POLE3
2020,0.0005232935779036662,7465,WEE1
2951,0.0005232935779036662,84618,NT5C1A
256,0.0005232935779036662,6240,RRM1
3481,0.0005232935779036662,5104,SERPINA5
4109,0.0005232935779036662,4439,MSH5
1729,0.0005232935779036662,30833,NT5C
250,0.0005232935779036662,4893,NRAS
4380,0.0005232935779036662,1041,CDSN
1088,0.0005232935779036662,6241,RRM2
2980,0.0005232935779036662,60490,PPCDC
1609,0.0005232935779036662,5557,PRIM1
2918,0.0005232935779036662,5558,PRIM2
1466,0.0005232935779036662,5426,POLE
1559,0.0005232935779036662,5894,RAF1
4463,0.0005232935779036662,196513,DCP1B
2212,0.0005232935779036662,2289,FKBP5
2487,0.0005232935779036662,988,CDC5L
4328,0.0005232935779036662,814,CAMK4
1292,0.0005232935779036662,23649,POLA2
2218,0.0005232935779036662,168400,DDX53
466,0.0005232935779036662,5427,POLE2
190,0.0005232935779036662,7124,TNF
2594,0.0005232935779036662,978,CDA
2704,0.0005232935779036662,2630,GBA1LP
1004,0.0005232935779036662,170679,PSORS1C1
473,0.0005232935779036662,4089,SMAD4
695,0.0005232935779036662,462,SERPINC1
4732,0.0005232935779036662,57650,CIP2A
3090,0.0005232935779036662,51741,WWOX
2308,0.0005232935779036662,3371,TNC
1807,0.0005232935779036662,2206,MS4A2
2234,0.0005232935779036662,2880,GPX5
4026,0.0005232935779036662,4522,MTHFD1
1771,0.0005232935779036662,7515,XRCC1
4027,0.0005232935779036662,55902,ACSS2
4297,0.0005232935779036662,219983,OR4D6
2227,0.0005232935779036662,81704,DOCK8
2228,0.0005232935779036662,7916,PRRC2A
4418,0.0005232935779036662,84959,UBASH3B
1639,0.0005232935779036662,241,ALOX5AP
4564,0.0005232935779036662,64132,XYLT2
4461,0.0005232935779036662,84920,ALG10
318,0.0005156778908790511,347733,TUBB2B
3656,0.0005156778908790511,57129,MRPL47
437,0.0005156778908790511,203068,TUBB
2616,0.0005156778908790511,4689,NCF4
1646,0.0005156778908790511,60482,SLC5A7
397,0.0005156778908790511,7278,TUBA3C
428,0.0005156778908790511,112714,TUBA3E
2084,0.0005156778908790511,4953,ODC1
1001,0.0005156778908790511,613,BCR
389,0.0005156778908790511,7277,TUBA4A
3734,0.0005156778908790511,55959,SULF2
369,0.0005156778908790511,84790,TUBA1C
2007,0.0005156778908790511,89845,ABCC10
2817,0.0005156778908790511,10928,RALBP1
949,0.0005156778908790511,54658,UGT1A1
878,0.0005156778908790511,6717,SRI
3413,0.0005156778908790511,822,CAPG
3733,0.0005156778908790511,102464828,MIR6076
365,0.0005156778908790511,10381,TUBB3
374,0.0005156778908790511,7846,TUBA1A
1527,0.0005156778908790511,2247,FGF2
373,0.0005156778908790511,71,ACTG1
340,0.0005156778908790511,5294,PIK3CG
658,0.0005156778908790511,81027,TUBB1
3707,0.0005156778908790511,1690,COCH
3735,0.0005156778908790511,22893,BAHD1
89,0.0005156778908790511,7450,VWF
984,0.0005156778908790511,5244,ABCB4
221,0.0005156778908790511,627,BDNF
739,0.0005156778908790511,113457,TUBA3D
3404,0.0005156778908790511,286183,NKAIN3
4015,0.0005156778908790511,23224,SYNE2
729,0.0005156778908790511,10382,TUBB4A
115,0.0005156778908790511,6387,CXCL12
40,0.0005156778908790511,4088,SMAD3
3320,0.0005156778908790511,100616320,MIR4481
472,0.0005156778908790511,1356,CP
171,0.0005156778908790511,84617,TUBB6
478,0.0005156778908790511,7498,XDH
1704,0.0005156778908790511,4908,NTF3
797,0.0005156778908790511,8714,ABCC3
1710,0.0005156778908790511,7161,TP73
91,0.0005156778908790511,10376,TUBA1B
941,0.0005156778908790511,7172,TPMT
236,0.0005156778908790511,10383,TUBB4B
1549,0.0005156778908790511,2938,GSTA1
266,0.0005156778908790511,347688,TUBB8
3488,0.0005156778908790511,4548,MTR
3999,0.0005156778908790511,6786,STIM1
2129,0.0005156778908790511,4613,MYCN
82,0.0005107533058259508,238,ALK
4029,0.0005107533058259508,7128,TNFAIP3
4703,0.0005107533058259508,6279,S100A8
1744,0.0005107533058259508,55556,ENOSF1
724,0.0005107533058259508,3824,KLRD1
882,0.0005107533058259508,6822,SULT2A1
4025,0.0005107533058259508,5203,PFDN4
2433,0.0005107533058259508,4772,NFATC1
1,0.0005107533058259508,5468,PPARG
507,0.0005107533058259508,55867,SLC22A11
4030,0.0005107533058259508,3809,KIR2DS4
1730,0.0005107533058259508,514,ATP5F1E
2224,0.0005107533058259508,3133,HLA-E
343,0.0005107533058259508,5429,POLH
1711,0.0005107533058259508,7170,TPM3
552,0.0005107533058259508,1869,E2F1
760,0.0005107533058259508,2932,GSK3B
514,0.0005107533058259508,240,ALOX5
1047,0.0005107533058259508,2264,FGFR4
118,0.0005107533058259508,6648,SOD2
2938,0.0005107533058259508,471,ATIC
377,0.0005107533058259508,5423,POLB
2042,0.0005107533058259508,6573,SLC19A1
772,0.0005107533058259508,23435,TARDBP
379,0.0005107533058259508,2744,GLS
